rheaid	reactionEquation	L	R
RHEA:37803	a 1-acyl-sn-glycero-3-phosphocholine + hexadecanoyl-CoA = 1-acyl-2-hexadecanoyl-sn-glycero-3-phosphocholine + CoA	CHEBI:58168, CHEBI:57379	CHEBI:75279, CHEBI:57287
RHEA:37807	1-acyl-sn-glycero-3-phospho-(1'-sn-glycerol) + hexadecanoyl-CoA = 1-acyl-2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol) + CoA	CHEBI:64840, CHEBI:57379	CHEBI:75280, CHEBI:57287
RHEA:37811	1-O-hexadecyl-sn-glycero-3-phosphocholine + hexadecanoyl-CoA = 1-O-hexadecyl-2-hexadecanoyl-sn-glycero-3-phosphocholine + CoA	CHEBI:64496, CHEBI:57379	CHEBI:72744, CHEBI:57287
RHEA:37815	(R)-2-(4-chloro-2-methylphenoxy)propanoate + 2-oxoglutarate + O2 = 2-methyl-4-chlorophenol + CO2 + pyruvate + succinate	CHEBI:75284, CHEBI:15379, CHEBI:16810	CHEBI:1800, CHEBI:30031, CHEBI:15361, CHEBI:16526
RHEA:37819	1-O-(1Z-alkenyl)-sn-glycero-3-phosphocholine + hexadecanoyl-CoA = 1-O-(1Z)-alkenyl-2-hexadecanoyl-sn-glycero-3-phosphocholine + CoA	CHEBI:57379, CHEBI:77287	CHEBI:77304, CHEBI:57287
RHEA:37823	(R)-(2,4-dichlorophenoxy)propanoate + 2-oxoglutarate + O2 = 2,4-dichlorophenol + CO2 + pyruvate + succinate	CHEBI:75288, CHEBI:15379, CHEBI:16810	CHEBI:30031, CHEBI:15361, CHEBI:16526, CHEBI:16738
RHEA:37827	(S)-(2,4-dichlorophenoxy)propanoate + 2-oxoglutarate + O2 = 2,4-dichlorophenol + CO2 + pyruvate + succinate	CHEBI:75287, CHEBI:15379, CHEBI:16810	CHEBI:30031, CHEBI:15361, CHEBI:16526, CHEBI:16738
RHEA:37831	(S)-2-(4-chloro-2-methylphenoxy)propanoate + 2-oxoglutarate + O2 = 2-methyl-4-chlorophenol + CO2 + pyruvate + succinate	CHEBI:75285, CHEBI:15379, CHEBI:16810	CHEBI:1800, CHEBI:30031, CHEBI:15361, CHEBI:16526
RHEA:37835	aklavinone + H(+) + NADPH + O2 = epsilon-rhodomycinone + H2O + NADP(+)	CHEBI:31181, CHEBI:15379, CHEBI:15378, CHEBI:57783	CHEBI:75291, CHEBI:15377, CHEBI:58349
RHEA:37839	1-O-octadecyl-sn-glycero-3-phosphocholine + hexadecanoyl-CoA = 1-O-octadecyl-2-hexadecanoyl-sn-glycero-3-phosphocholine + CoA	CHEBI:75216, CHEBI:57379	CHEBI:75290, CHEBI:57287
RHEA:37843	1-eicosanoyl-sn-glycero-3-phosphocholine + hexadecanoyl-CoA = 1-eicosanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine + CoA	CHEBI:74968, CHEBI:57379	CHEBI:75294, CHEBI:57287
RHEA:37847	13-dihydrodaunorubicin + H(+) + NADPH + O2 = daunorubicin + 2 H2O + NADP(+)	CHEBI:75296, CHEBI:15379, CHEBI:15378, CHEBI:57783	CHEBI:64677, CHEBI:15377, CHEBI:58349
RHEA:37851	13-deoxydaunorubicin + H(+) + NADPH + O2 = 13-dihydrodaunorubicin + H2O + NADP(+)	CHEBI:75297, CHEBI:15379, CHEBI:15378, CHEBI:57783	CHEBI:75296, CHEBI:15377, CHEBI:58349
RHEA:37855	1-hexadecanoyl-sn-glycero-3-phosphocholine + hexanoyl-CoA = 1-hexadecanoyl-2-hexanoyl-sn-glycero-3-phosphocholine + CoA	CHEBI:62620, CHEBI:72998	CHEBI:75301, CHEBI:57287
RHEA:37859	1-hexadecanoyl-sn-glycero-3-phosphocholine + octanoyl-CoA = 1-hexadecanoyl-2-octanoyl-sn-glycero-3-phosphocholine + CoA	CHEBI:72998, CHEBI:57386	CHEBI:75302, CHEBI:57287
RHEA:37863	1-hexadecanoyl-sn-glycero-3-phosphocholine + decanoyl-CoA = 1-hexadecanoyl-2-decanoyl-sn-glycero-3-phosphocholine + CoA	CHEBI:61430, CHEBI:72998	CHEBI:75300, CHEBI:57287
RHEA:37867	1-hexadecanoyl-sn-glycero-3-phosphocholine + tetradecanoyl-CoA = 1-hexadecanoyl-2-tetradecanoyl-sn-glycero-3-phosphocholine + CoA	CHEBI:72998, CHEBI:57385	CHEBI:75304, CHEBI:57287
RHEA:37871	2-heptyl-4(1H)-quinolone + H(+) + NADH + O2 = 2-heptyl-3-hydroxy-4(1H)-quinolone + H2O + NAD(+)	CHEBI:62219, CHEBI:15379, CHEBI:57945, CHEBI:15378	CHEBI:29472, CHEBI:15377, CHEBI:57540
RHEA:37875	aklanonate + S-adenosyl-L-methionine = methyl aklanonate + S-adenosyl-L-homocysteine	CHEBI:77987, CHEBI:59789	CHEBI:77988, CHEBI:57856
RHEA:37879	methyl aklanonate = aklaviketone	CHEBI:77988	CHEBI:77994
RHEA:37883	acetyl-CoA + oxalate = acetate + oxalyl-CoA	CHEBI:30623, CHEBI:57288	CHEBI:57388, CHEBI:30089
RHEA:37887	S-adenosyl-L-methionine + small RNA 3'-end nucleotide = H(+) + S-adenosyl-L-homocysteine + small RNA 3'-end 2'-O-methylnucleotide	GENERIC:10415, CHEBI:59789	GENERIC:10416, CHEBI:15378, CHEBI:57856
RHEA:37891	aclacinomycin T + H2O = 15-demethylaclacinomycin T + methanol	CHEBI:77979, CHEBI:15377	CHEBI:74354, CHEBI:17790
RHEA:37895	H2O + protodioscin = 26-deglucoprotodioscin + D-glucose	CHEBI:8588, CHEBI:15377	CHEBI:74026, CHEBI:4167
RHEA:37899	2-oxoglutarate + 7-[(3S)-3-amino-3-carboxypropyl]wyosine(37) in tRNA(Phe) + O2 = 7-(2-hydroxy-3-amino-3-carboxypropyl)wyosine(37) in tRNA(Phe) + CO2 + succinate	GENERIC:10379, CHEBI:15379, CHEBI:16810	GENERIC:11848, CHEBI:30031, CHEBI:16526
RHEA:37903	6-hydroxytryprostatin B + S-adenosyl-L-methionine = H(+) + S-adenosyl-L-homocysteine + tryprostatin A	CHEBI:72762, CHEBI:59789	CHEBI:72761, CHEBI:15378, CHEBI:57856
RHEA:37907	(9Z)-octadecenoate + O2 = (8E,10S)-10-hydroperoxy-octadeca-8-enoate	CHEBI:15379, CHEBI:30823	CHEBI:75341
RHEA:37911	(9Z)-octadecenoyl-CoA + 2-(9Z-octadecenoyl)-glycerol = 1,2-di-(9Z-octadecenoyl)-sn-glycerol + CoA	CHEBI:73990, CHEBI:57387	CHEBI:52333, CHEBI:57287
RHEA:37915	(9Z)-octadecenoyl-CoA + 1-(9Z-octadecenoyl)-glycerol = 1,2-di-(9Z-octadecenoyl)-glycerol + CoA	CHEBI:75342, CHEBI:57387	CHEBI:52323, CHEBI:57287
RHEA:37919	(9Z,12Z)-octadecadienoate + O2 = (8E,10S,12Z)-10-hydroperoxyoctadeca-8,12-dienoate	CHEBI:15379, CHEBI:30245	CHEBI:75346
RHEA:37923	(9Z,12Z,15Z)-octadecatrienoate + O2 = (8E,10S,12Z,15Z)-10-hydroperoxyoctadeca-8,12,15-trienoate	CHEBI:15379, CHEBI:32387	CHEBI:75348
RHEA:37927	(8S)-hydroperoxy-(5Z,9E,11Z,14Z)-eicosatetraenoate = 8-oxo-(5Z,9E,11Z,14Z)-eicosatetraenoate + H2O	CHEBI:75322	CHEBI:75326, CHEBI:15377
RHEA:37931	(8S)-hydroperoxy-(5Z,9E,11Z,14Z)-eicosatetraenoate = (10R)-hydroxy-(8S,9S)-epoxy-(5Z,11Z,14Z)-eicosatrienoate	CHEBI:75322	CHEBI:75327
RHEA:37935	(8R)-hydroperoxy-(5Z,9E,11Z,14Z)-eicosatetraenoate = 8-oxo-(5Z,9E,11Z,14Z)-eicosatetraenoate + H2O	CHEBI:57447	CHEBI:75326, CHEBI:15377
RHEA:37939	(12R)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoate = (8R)-hydroxy-(11R,12R)-epoxy-(5Z,9E,14Z)-eicosatrienoate	CHEBI:75230	CHEBI:75232
RHEA:37943	(12R)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoate = 12-oxo-(5Z,8Z,10E,14Z)-eicosatetraenoate + H2O	CHEBI:75230	CHEBI:75231, CHEBI:15377
RHEA:37947	(12S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoate = 12-oxo-(5Z,8Z,10E,14Z)-eicosatetraenoate + H2O	CHEBI:57444	CHEBI:75231, CHEBI:15377
RHEA:37951	(12S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoate = (10R)-hydroxy-(11S,12S)-epoxy-(5Z,8Z,14Z)-eicosatrienoate	CHEBI:57444	CHEBI:75234
RHEA:37955	(12S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoate = (8R)-hydroxy-(11S,12S)-epoxy-(5Z,9E,14Z)-eicosatrienoate	CHEBI:57444	CHEBI:75233
RHEA:37959	(15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate = (13R)-hydroxy-(14S,15S)-epoxy-(5Z,8Z,11Z)-eicosatrienoate	CHEBI:57446	CHEBI:75235
RHEA:37963	galactitol + NAD(+) = D-galactose + H(+) + NADH	CHEBI:57540, CHEBI:16813	CHEBI:57945, CHEBI:15378, CHEBI:4139
RHEA:37967	galactitol + NADP(+) = D-galactose + H(+) + NADPH	CHEBI:58349, CHEBI:16813	CHEBI:15378, CHEBI:57783, CHEBI:4139
RHEA:37971	H(+) + NADPH + O2 + octadecanoyl-CoA = (9Z)-octadecenoyl-CoA + 2 H2O + NADP(+)	CHEBI:15379, CHEBI:15378, CHEBI:57783, CHEBI:57394	CHEBI:15377, CHEBI:58349, CHEBI:57387
RHEA:37975	H(+) + homogentisate + phytyl diphosphate = 2-methyl-6-phytyl-1,4-benzene-1,4-diol + CO2 + diphosphate	CHEBI:15378, CHEBI:75434, CHEBI:16169	CHEBI:75920, CHEBI:33019, CHEBI:16526
RHEA:37979	2-methyl-6-phytyl-1,4-benzene-1,4-diol + S-adenosyl-L-methionine = 2,3-dimethyl-6-phytylbenzene-1,4-diol + H(+) + S-adenosyl-L-homocysteine	CHEBI:75920, CHEBI:59789	CHEBI:75921, CHEBI:15378, CHEBI:57856
RHEA:37983	gamma-tocopherol = 2,3-dimethyl-6-phytylbenzene-1,4-diol	CHEBI:18185	CHEBI:75921
RHEA:37987	delta-tocopherol = 2-methyl-6-phytyl-1,4-benzene-1,4-diol	CHEBI:47772	CHEBI:75920
RHEA:37991	delta-tocopherol + S-adenosyl-L-methionine = beta-tocopherol + H(+) + S-adenosyl-L-homocysteine	CHEBI:47772, CHEBI:59789	CHEBI:47771, CHEBI:15378, CHEBI:57856
RHEA:37995	all-trans-nonaprenyl diphosphate + H(+) + homogentisate = 2-methyl-6-all-trans-nonaprenylbenzene-1,4-diol + CO2 + diphosphate	CHEBI:15378, CHEBI:58391, CHEBI:16169	CHEBI:75402, CHEBI:33019, CHEBI:16526
RHEA:37999	2-methyl-6-all-trans-nonaprenylbenzene-1,4-diol + S-adenosyl-L-methionine = H(+) + plastoquinol-9 + S-adenosyl-L-homocysteine	CHEBI:75402, CHEBI:59789	CHEBI:28026, CHEBI:15378, CHEBI:57856
RHEA:38003	all-trans-geranylgeranyl diphosphate + H(+) + homogentisate = 6-geranylgeranyl-2-methylbenzene-1,4-diol + CO2 + diphosphate	CHEBI:15378, CHEBI:58756, CHEBI:16169	CHEBI:75411, CHEBI:33019, CHEBI:16526
RHEA:38007	6-geranylgeranyl-2-methylbenzene-1,4-diol + S-adenosyl-L-methionine = 6-geranylgeranyl-2,3-dimethylbenzene-1,4-diol + H(+) + S-adenosyl-L-homocysteine	CHEBI:75411, CHEBI:59789	CHEBI:75412, CHEBI:15378, CHEBI:57856
RHEA:38011	chlorophyll a + H2O = chlorophyllide a + H(+) + phytol	CHEBI:15377, CHEBI:58416	CHEBI:83348, CHEBI:15378, CHEBI:17327
RHEA:38015	delta-tocotrienol = 6-geranylgeranyl-2-methylbenzene-1,4-diol	CHEBI:33276	CHEBI:75411
RHEA:38019	(9Z)-octadecenoyl-CoA + 1-decanoylglycerol = 1-decanoyl-2-(9Z-octadecenoyl)-glycerol + CoA	CHEBI:75547, CHEBI:57387	CHEBI:85787, CHEBI:57287
RHEA:38023	gamma-tocotrienol = 6-geranylgeranyl-2,3-dimethylbenzene-1,4-diol	CHEBI:33277	CHEBI:75412
RHEA:38027	(E)-caffeate + hydrocaffeoyl-CoA = (E)-caffeoyl-CoA + 3-(3,4-dihydroxyphenyl)propanoate	CHEBI:87137, CHEBI:57770	CHEBI:58744, CHEBI:87136
RHEA:38031	(3E,5R)-5-carboxy-2-oxohept-3-enedioate + H(+) = (2Z,4Z)-2-hydroxyhepta-2,4-diene-1,7-dioate + CO2	CHEBI:87491, CHEBI:15378	CHEBI:87504, CHEBI:16526
RHEA:38035	(2Z,4Z)-2-hydroxyhepta-2,4-diene-1,7-dioate = (4Z)-2-oxohept-4-enedioate	CHEBI:87504	CHEBI:87507
RHEA:38039	(9Z,12Z,15Z)-octadecatrienoyl-containing glycerolipid + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 = 2 [Fe(III)-cytochrome b5] + a (5Z,9Z,12Z,15Z)-octadecatetraenoyl-containing glycerolipid + 2 H2O	CHEBI:90078, CHEBI:15379, CHEBI:15378, GENERIC:10438	CHEBI:88239, CHEBI:15377, GENERIC:10439
RHEA:38043	2 H(+) + hexadecanoyl-[ACP] + O2 + 2 reduced [2Fe-2S]-[ferredoxin] = (4Z)-hexadecenoyl-[ACP] + 2 H2O + 2 oxidized [2Fe-2S]-[ferredoxin]	GENERIC:9652, GENERIC:10001, CHEBI:15379, CHEBI:15378	GENERIC:11488, GENERIC:10000, CHEBI:15377
RHEA:38047	2 [Fe(II)-cytochrome b5] + a (9Z)-octadecenoyl-containing glycerolipid + 2 H(+) + O2 = 2 [Fe(III)-cytochrome b5] + a (9Z,12E)-octadecadienoyl-containing glycerolipid + 2 H2O	CHEBI:88240, CHEBI:15379, CHEBI:15378, GENERIC:10438	CHEBI:88241, CHEBI:15377, GENERIC:10439
RHEA:38051	2-(9Z-octadecenoyl)-glycerol + butanoyl-CoA = 1-butyryl-2-(9Z)-octadecenoyl-sn-glycerol + CoA	CHEBI:73990, CHEBI:57371	CHEBI:75443, CHEBI:57287
RHEA:38055	CTP + phytol = CDP + H(+) + phytyl phosphate	CHEBI:37563, CHEBI:17327	CHEBI:75483, CHEBI:58069, CHEBI:15378
RHEA:38059	2-(9Z-octadecenoyl)-glycerol + octanoyl-CoA = 1-octanoyl-2-(9Z)-octadecenoyl-sn-glycerol + CoA	CHEBI:73990, CHEBI:57386	CHEBI:75462, CHEBI:57287
RHEA:38063	2-(9Z-octadecenoyl)-glycerol + dodecanoyl-CoA = 1-dodecanoyl-2-(9Z)-octadecenoyl-sn-glycerol + CoA	CHEBI:73990, CHEBI:57375	CHEBI:75463, CHEBI:57287
RHEA:38067	2-(9Z-octadecenoyl)-glycerol + tetradecanoyl-CoA = 1-tetradecanoyl-2-(9Z)-octadecenoyl-sn-glycerol + CoA	CHEBI:73990, CHEBI:57385	CHEBI:75465, CHEBI:57287
RHEA:38071	2-(9Z-octadecenoyl)-glycerol + hexadecanoyl-CoA = 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol + CoA	CHEBI:73990, CHEBI:57379	CHEBI:75466, CHEBI:57287
RHEA:38075	2-(9Z-octadecenoyl)-glycerol + octadecanoyl-CoA = 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol + CoA	CHEBI:73990, CHEBI:57394	CHEBI:75468, CHEBI:57287
RHEA:38079	2-(9Z-octadecenoyl)-glycerol + eicosanoyl-CoA = 1-eicosanoyl-2-(9Z)-octadecenoyl-sn-glycerol + CoA	CHEBI:73990, CHEBI:57380	CHEBI:75470, CHEBI:57287
RHEA:38083	(9Z,12Z)-octadecadienoyl-CoA + 2-(9Z-octadecenoyl)-glycerol = 1-(9Z,12Z)-octadecadienoyl-2-(9Z)-octadecenoyl-sn-glycerol + CoA	CHEBI:57383, CHEBI:73990	CHEBI:75471, CHEBI:57287
RHEA:38087	(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 2-(9Z-octadecenoyl)-glycerol = 1-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-2-(9Z)-octadecenoyl-sn-glycerol + CoA	CHEBI:73990, CHEBI:57368	CHEBI:75472, CHEBI:57287
RHEA:38091	delta-tocotrienol + S-adenosyl-L-methionine = beta-tocotrienol + H(+) + S-adenosyl-L-homocysteine	CHEBI:33276, CHEBI:59789	CHEBI:33275, CHEBI:15378, CHEBI:57856
RHEA:38095	gamma-tocotrienol + S-adenosyl-L-methionine = alpha-tocotrienol + H(+) + S-adenosyl-L-homocysteine	CHEBI:33277, CHEBI:59789	CHEBI:33270, CHEBI:15378, CHEBI:57856
RHEA:38099	a ribonucleoside 5'-triphosphate + phytyl phosphate = a ribonucleoside 5'-diphosphate + phytyl diphosphate	CHEBI:75483, CHEBI:61557	CHEBI:57930, CHEBI:75434
RHEA:38103	L-galactonate = 2-dehydro-3-deoxy-L-galactonate + H2O	CHEBI:53071	CHEBI:75545, CHEBI:15377
RHEA:38107	2-dehydro-3-deoxy-L-galactonate = L-glyceraldehyde + pyruvate	CHEBI:75545	CHEBI:27975, CHEBI:15361
RHEA:38111	glycerol + NADP(+) = H(+) + L-glyceraldehyde + NADPH	CHEBI:17754, CHEBI:58349	CHEBI:27975, CHEBI:15378, CHEBI:57783
RHEA:38115	(9Z)-octadecenoyl-CoA + 1-dodecanoylglycerol = 1-dodecanoyl-2-(9Z-octadecenoyl)-glycerol + CoA	CHEBI:75539, CHEBI:57387	CHEBI:75579, CHEBI:57287
RHEA:38119	(9Z)-octadecenoyl-CoA + 1-tetradecanoylglycerol = 1-tetradecanoyl-2-(9Z-octadecenoyl)-glycerol + CoA	CHEBI:75562, CHEBI:57387	CHEBI:75582, CHEBI:57287
RHEA:38123	(9Z)-octadecenoyl-CoA + 1-hexadecanoylglycerol = 1-hexadecanoyl-2-(9Z-octadecenoyl)glycerol + CoA	CHEBI:69081, CHEBI:57387	CHEBI:75585, CHEBI:57287
RHEA:38127	(9Z)-octadecenoyl-CoA + 1-octadecanoylglycerol = 1-octadecanoyl-2-(9Z)-octadecenoylglycerol + CoA	CHEBI:75555, CHEBI:57387	CHEBI:75590, CHEBI:57287
RHEA:38131	(9Z)-octadecenoyl-CoA + 1-(9Z,12Z-octadecadienoyl)-glycerol = 1-(9Z,12Z-octadecadienoyl)-2-(9Z-octadecenoyl)-glycerol + CoA	CHEBI:75568, CHEBI:57387	CHEBI:75614, CHEBI:57287
RHEA:38135	(9Z)-octadecenoyl-CoA + 1-(9Z,12Z,15Z-octadecatrienoyl)-glycerol = 1-(9Z,12Z,15Z-octadecatrienoyl)-2-(9Z-octadecenoyl)-glycerol + CoA	CHEBI:75610, CHEBI:57387	CHEBI:75609, CHEBI:57287
RHEA:38139	(9Z)-octadecenoyl-CoA + 1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycerol = 1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-2-(9Z-octadecenoyl)-glycerol + CoA	CHEBI:75612, CHEBI:57387	CHEBI:75611, CHEBI:57287
RHEA:38143	carbon disulfide + 2 H2O = CO2 + 2 H(+) + 2 hydrogen sulfide	CHEBI:23012, CHEBI:15377	CHEBI:15378, CHEBI:29919, CHEBI:16526
RHEA:38147	carbon disulfide + H2O = carbonyl sulfide + H(+) + hydrogen sulfide	CHEBI:23012, CHEBI:15377	CHEBI:16573, CHEBI:15378, CHEBI:29919
RHEA:38151	carbonyl sulfide + H2O = CO2 + H(+) + hydrogen sulfide	CHEBI:16573, CHEBI:15377	CHEBI:15378, CHEBI:29919, CHEBI:16526
RHEA:38155	all-trans-geranylgeranyl diphosphate + H2O = (6E,10E)-geranyllinalool + diphosphate	CHEBI:15377, CHEBI:58756	CHEBI:33019, CHEBI:74299
RHEA:38159	(2S,3S)-hydroxyarginine = (2S,3R)-capreomycidine + H2O	CHEBI:73938	CHEBI:75665, CHEBI:15377
RHEA:38163	1,2-di-(9Z-octadecenoyl)-sn-glycerol + hexadecanoyl-CoA = 1,2-di-(9Z)-octadecenoyl-3-hexadecanoyl-sn-glycerol + CoA	CHEBI:52333, CHEBI:57379	CHEBI:75583, CHEBI:57287
RHEA:38167	hexadecan-1-ol + hexadecanoyl-CoA = CoA + hexadecanyl hexadecanoate	CHEBI:16125, CHEBI:57379	CHEBI:75584, CHEBI:57287
RHEA:38171	hexadecane-1,2-diol + hexadecanoyl-CoA = 2-hydroxyhexadecyl hexadecanoate + CoA	CHEBI:75586, CHEBI:57379	CHEBI:75587, CHEBI:57287
RHEA:38175	all-trans-retinol + hexadecanoyl-CoA = all-trans-retinyl hexadecanoate + CoA	CHEBI:17336, CHEBI:57379	CHEBI:17616, CHEBI:57287
RHEA:38179	O2 + reduced [NADPH--hemoprotein reductase] + testosterone = 19-hydroxytestosterone + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:17347	CHEBI:798, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:38183	19-hydroxytestosterone + O2 + reduced [NADPH--hemoprotein reductase] = 19-oxotestosterone + H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:798, GENERIC:11964, CHEBI:15379	CHEBI:75308, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:38187	19-oxotestosterone + O2 + reduced [NADPH--hemoprotein reductase] = 17beta-estradiol + formate + 2 H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:75308, GENERIC:11964, CHEBI:15379	GENERIC:11965, CHEBI:15377, CHEBI:15740, CHEBI:15378, CHEBI:16469
RHEA:38191	3 O2 + 3 reduced [NADPH--hemoprotein reductase] + testosterone = 17beta-estradiol + formate + 4 H(+) + 4 H2O + 3 oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:17347	GENERIC:11965, CHEBI:15377, CHEBI:15740, CHEBI:15378, CHEBI:16469
RHEA:38195	androst-4-ene-3,17-dione + 3 O2 + 3 reduced [NADPH--hemoprotein reductase] = estrone + formate + 4 H(+) + 4 H2O + 3 oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:16422	GENERIC:11965, CHEBI:15377, CHEBI:15740, CHEBI:15378, CHEBI:17263
RHEA:38199	androst-4-ene-3,17-dione + O2 + reduced [NADPH--hemoprotein reductase] = 19-hydroxyandrost-4-ene-3,17-dione + H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	GENERIC:11964, CHEBI:15379, CHEBI:16422	CHEBI:27576, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:38203	19-hydroxyandrost-4-ene-3,17-dione + O2 + reduced [NADPH--hemoprotein reductase] = 19-oxo-androst-4-ene-3,17-dione + H(+) + 2 H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:27576, GENERIC:11964, CHEBI:15379	CHEBI:799, GENERIC:11965, CHEBI:15377, CHEBI:15378
RHEA:38207	19-oxo-androst-4-ene-3,17-dione + O2 + reduced [NADPH--hemoprotein reductase] = estrone + formate + 2 H(+) + H2O + oxidized [NADPH--hemoprotein reductase]	CHEBI:799, GENERIC:11964, CHEBI:15379	GENERIC:11965, CHEBI:15377, CHEBI:15740, CHEBI:15378, CHEBI:17263
RHEA:38211	hexadecane-1,2-diol + 2 hexadecanoyl-CoA = 1,2-O,O-dihexadecanoyl-1,2-hexadecanediol + 2 CoA	CHEBI:75586, CHEBI:57379	CHEBI:75608, CHEBI:57287
RHEA:38215	D-glucose 6-phosphate + NAD(+) = 6-phospho-D-glucono-1,5-lactone + H(+) + NADH	CHEBI:57540, CHEBI:61548	CHEBI:57945, CHEBI:15378, CHEBI:57955
RHEA:38219	(9Z)-octadecenoyl-CoA + 1,2-di-(9Z-octadecenoyl)-sn-glycerol = 1,2,3-tri-(9Z-octadecenoyl)-glycerol + CoA	CHEBI:52333, CHEBI:57387	CHEBI:53753, CHEBI:57287
RHEA:38223	(9Z)-octadecenoyl-CoA + decan-1-ol = 1-O-decyl-(9Z)-octadecenoate + CoA	CHEBI:28903, CHEBI:57387	CHEBI:75620, CHEBI:57287
RHEA:38227	(9Z)-octadecenoyl-CoA + hexadecan-1-ol = CoA + hexadecanyl (9Z)-octadecenoate	CHEBI:16125, CHEBI:57387	CHEBI:75622, CHEBI:57287
RHEA:38231	(9Z)-hexadecen-1-ol + (9Z)-octadecenoyl-CoA = 1-O-(9Z)-hexadecenyl (9Z)-octadecenoate + CoA	CHEBI:75623, CHEBI:57387	CHEBI:75624, CHEBI:57287
RHEA:38235	(9Z)-octadecenoyl-CoA + octadecan-1-ol = 1-O-octadecyl (9Z)-octadecenoate + CoA	CHEBI:32154, CHEBI:57387	CHEBI:75625, CHEBI:57287
RHEA:38239	(9Z)-octadecen-1-ol + (9Z)-octadecenoyl-CoA = 1-O-(9Z)-octadecenyl (9Z)-octadecenoate + CoA	CHEBI:73504, CHEBI:57387	CHEBI:75626, CHEBI:57287
RHEA:38243	(9Z)-octadecenoyl-CoA + eicosan-1-ol = 1-O-eicosanyl (9Z)-octadecenoate + CoA	CHEBI:75627, CHEBI:57387	CHEBI:75628, CHEBI:57287
RHEA:38247	(9Z)-hexadecenoyl-CoA + hexadecan-1-ol = 1-O-hexadecyl (9Z)-hexadecenoate + CoA	CHEBI:16125, CHEBI:61540	CHEBI:75629, CHEBI:57287
RHEA:38251	hexadecan-1-ol + octadecanoyl-CoA = CoA + hexadecanyl octadecanoate	CHEBI:16125, CHEBI:57394	CHEBI:75631, CHEBI:57287
RHEA:38255	(S)-malate + succinyl-CoA = (S)-malyl-CoA + succinate	CHEBI:15589, CHEBI:57292	CHEBI:30031, CHEBI:57317
RHEA:38259	(2R,3S)-beta-methylmalyl-CoA = glyoxylate + propanoyl-CoA	CHEBI:75634	CHEBI:36655, CHEBI:57392
RHEA:38263	(2R,3S)-beta-methylmalyl-CoA = 2-methylfumaryl-CoA + H2O	CHEBI:75634	CHEBI:75635, CHEBI:15377
RHEA:38267	2-methylfumaryl-CoA = 3-methylfumaryl-CoA	CHEBI:75635	CHEBI:75636
RHEA:38271	(3S)-citramalyl-CoA = 3-methylfumaryl-CoA + H2O	CHEBI:58668	CHEBI:75636, CHEBI:15377
RHEA:38275	(3R)-citramalyl-CoA = acetyl-CoA + pyruvate	CHEBI:75637	CHEBI:15361, CHEBI:57288
RHEA:38279	(3R)-citramalate + succinyl-CoA = (3R)-citramalyl-CoA + succinate	CHEBI:57292, CHEBI:30934	CHEBI:75637, CHEBI:30031
RHEA:38283	itaconate + succinyl-CoA = itaconyl-CoA + succinate	CHEBI:57292, CHEBI:17240	CHEBI:57381, CHEBI:30031
RHEA:38287	(3S)-citramalate + succinyl-CoA = (3S)-citramalyl-CoA + succinate	CHEBI:57292, CHEBI:30936	CHEBI:30031, CHEBI:58668
RHEA:38291	(S)-malyl-CoA + H2O = (S)-malate + CoA + H(+)	CHEBI:15377, CHEBI:57317	CHEBI:57287, CHEBI:15378, CHEBI:15589
RHEA:38295	(R)-2-hydroxyglutarate + A = 2-oxoglutarate + AH2	CHEBI:15801, CHEBI:13193	CHEBI:17499, CHEBI:16810
RHEA:38299	1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol + hexadecanoyl-CoA = 1,3-dihexadecanoyl-2-(9Z-octadecenoyl)glycerol + CoA	CHEBI:75466, CHEBI:57379	CHEBI:75688, CHEBI:57287
